domain;name;ticker;involvement.Alcoholic Beverages;involvement.Adult Entertainment;involvement.Gambling;involvement.Tobacco Products;involvement.Animal Testing;involvement.Fur and Specialty Leather;involvement.Controversial Weapons;involvement.Small Arms;involvement.Catholic Values;involvement.GMO;involvement.Military Contracting;involvement.Pesticides;involvement.Thermal Coal;involvement.Palm Oil;employees;industry;sector;altman_score;piotroski_score;Controversies.Environment;Controversies.Social;Controversies.Customers;Controversies.Human Rights & Community;Controversies.Labor Rights & Supply Chain;Controversies.Governance;Decarbonization Target.Target Year;Decarbonization Target.Comprehensiveness;Decarbonization Target.Ambition p.a.;Decarbonization Target.Decarbonization Target;Decarbonization Target.Decarbonization Target on Temperature Rise;Temperature Goal;sdg.No Poverty;sdg.No Hunger;sdg.Good Health and Well-Being;sdg.Quality Education;sdg.Gender Equality;sdg.Clean Water and Sanitation;sdg.Affordable and Clean Energy;sdg.Decent Work and Economic Growth;sdg.Industry, Innovation and Infrastructure;sdg.Reduced Inequalities;sdg.Sustainable Cities and Communities;sdg.Responsible Consumption and Production;sdg.Climate Action;sdg.Life under Water;sdg.Life on Land;sdg.Peace, Justice and Strong Institutions;sdg.Partnerships for the Goals;esg;involvement_msci.Controversial Weapons;involvement_msci.Gambling;involvement_msci.Tobacco Products;involvement_msci.Alcoholic Beverages;Controversies.Supply Chain Labor Standards;Controversies;Decarbonization Target;sdg;Controversies.Collective Bargaining & Union;Controversies.Health & Safety;Controversies.Discrimination & Workforce Diversity;Controversies.Labor Management Relations;involvement;involvement_msci;Controversies.Anticompetitive Practices;Controversies.Privacy & Data Security;Controversies.Bribery & Fraud;Controversies.Governance Structures;Controversies.Customer Relations;Controversies.Product Safety & Quality;Controversies.Human Rights Concerns;Controversies.Energy & Climate Change;Controversies.Toxic Emissions & Waste;Controversies.Impact on Local Communities;Controversies.Biodiversity & Land Use;Controversies.Other;Controversies.Marketing & Advertising;Controversies.Civil Liberties;Controversies.Operational Waste (Non-Hazardous);Controversies.Supply Chain Management;Controversies.Water Stress;Controversies.Child Labor;Controversies.Controversial Investments
kepco.co.jp;Kansai Electric Power;9503;;;;;;;;;;;;;;;;;;;;Green;Yellow;Yellow;Yellow;Green;Yellow;2050;100.0%;-3.57%;Yes;Yes;1.6;No;No;No;No;Aligned;No;No;Aligned;No;No;No;No;No;No;No;No;No;41.2;No;No;No;No;;;;;;;;;;;;Yellow;Yellow;;;;;;;Yellow;;;;;;;;;
hepco.co.jp;Hokkaido Electric Power;9509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;44.9;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
healthcareglobal.com;Healthcare Global;IXJ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
gsandf.com;GS&F;GS;;;;;;;;;;;;;;;;;;;;Green;Yellow;Green;Green;Yellow;Orange;2050;100.0%;-3.45%;Yes;Yes;2.3;No;No;No;No;Aligned;No;Aligned;No;Aligned;No;No;No;Aligned;No;No;No;No;;No;No;No;No;;;;;;;Yellow;;;;;;Orange;;;;;;;;;;;;;;;;
gs1us.org;GS1 US;GS1YUSAX=R;;;;;;;;;;;;;;;;;;;;Green;Yellow;Green;Green;Yellow;Green;;;;;;1.5;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;No;No;No;No;;;null;;;;Yellow;;;;;;;;;;;;;;;;;;;;;;
gs-systems.co.uk;GS Holdings;GSIH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
healthsystemsgroup.com;Health Solutions;STRM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
chineseestates.com;Chinese Estates;CESTY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
pineprairieenergycenter.com;Plains All American Pipeline;PAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
olc.co.jp;Oriental Land;4661;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2050;14.22%;0.48%;Yes;Yes;2.9;No;No;No;No;Aligned;No;No;Aligned;No;Aligned;No;No;No;No;No;No;No;25.5;No;No;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
howden.com;Howden;HWDN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;14.9;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
tclease.com;Century Tokyo Leasing;8439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;17.4;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
kele.com;Kele;KELE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
dtz.com;DTZ;DTZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
dttusa.com;DTT;DTT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
dtint.com;Digital Media Solutions;DMSL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
keen.com;Keen;KEEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
piftechnologies.com;Pif;PIF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
dometic.com;Dometic;DOMETIC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
groksolutions.com;Grok;GROK/USD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
phyto.com;PHYTO;PHYT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
biolog.com;Biolog;ADMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;34.8;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
vanu.com;Vanu;USD/VUV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
heijmans.nl;Heijmans;HEIJ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
iamgold.com;Iamgold;IMG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;31.6;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
druck.com;Druck;HDDG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
ubisense.net;Ubisense;IQG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
taser.com;Taser;AXON;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;;;;;;2;No;No;No;No;Aligned;No;No;Aligned;No;No;No;No;No;No;No;No;No;31.4;No;No;No;No;;;null;;;;;;;;;;;;;;;;;;;;;;;;;;
u3ventures.com;U3;U3O8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
u-s-silica.com;US Silica;SLCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
drhorton.com;D.R. Horton, Inc.;D1HI34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
tynt.com;Tynt;2426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;30.8;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
tandyleatherfactory.com;Tandy Leather Factory;TLF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
neosllc.com;Neos;LSTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
powercorporation.com;Power Corporation of Canada;POW;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2036;\n1.09%;0.98%;Yes;Yes;1.5;No;No;No;No;Aligned;No;Aligned;Aligned;Aligned;Aligned;No;No;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
taishinholdings.com;Taishin Financial;2887;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2030;\n1.55%;0.93%;Yes;Yes;1.7;Aligned;No;No;No;Aligned;No;Aligned;Aligned;Aligned;Aligned;No;No;No;No;No;No;No;20.9;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chbebank.com;Chang Hwa Bank;2801;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;;;;;;2.5;Aligned;No;No;No;Aligned;No;No;Aligned;Aligned;Aligned;No;No;No;No;No;Aligned;No;18;No;No;No;No;;;null;;;;;;;;;;;;;;;;;;;;;;;;;;
taisei.com;Taisei;1801;;;;;;;;;;;;;;;;;;;;Green;Yellow;Yellow;Green;Yellow;Green;2050;61.29%;0.24%;Yes;Yes;2.6;No;No;No;No;No;No;No;No;No;Aligned;No;Aligned;No;No;No;No;No;30.6;No;No;No;No;;;;;;Yellow;;;;;Yellow;;;;;;;;;;;;;;;;;;
central.com;Central Garden & Pet;CENT;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Yellow;;;;;;1.5;No;No;No;No;Aligned;No;No;Aligned;No;No;No;No;No;No;No;No;No;14.1;No;No;No;No;;;null;;;;;;;;;;Yellow;;;;;;;;;;;;;;;;
dope.com;Dope;DOPE/BTC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
penguingroup.com;Penguin;PENG/LTC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
tupras.com.tr;Tupras;TUPRS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
hydraulicspneumatics.com;Hydraulics & Pneumatics;HLIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;26.6;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
consort.com;Consort;CCON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
industrialrev.com;Industrial Revolution;SYG4IRJ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
sequa.com;Sequa;SEQUA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
sensient-tech.com;Sensient Technologies;SXT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;27.9;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
quakerchem.com;Quaker Chemical;KWR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;26.7;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
hvcap.com;HVC;HVCO/BTC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
senecafoods.com;Seneca Foods;SENEA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;39.2;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
schweitzer-mauduit.com;Schweitzer-Mauduit;MATV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;22;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
jjsnack.com;J & J Snack Foods;DJI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
nationalgrid.com;National Grid PLC;NGG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
navient.com;Navient;NAVI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;25.1;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
chinacosco.com;China Cosco;1919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;22.8;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
jindalsteelpower.com;Jindal Steel & Power;JNSP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
jindalpoly.com;Jindal Poly Films;JPLY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
natsec.co.th;Thanachart;THNUY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
nationals.org.au;National Manufacturing;2220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
jfegroup.com;JFE;5411;;;;;;;;;;;;;;;;;;;;Green;Yellow;Yellow;Green;Yellow;Green;2050;70.08%;-2.16%;Yes;Yes;null;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;No;No;No;Yes;Yellow;;;;;;;;;;Yellow;;;;;;;;;;;;;;;;;;
toyota-boshoku.com;Toyota Boshoku;3116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;16.7;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
candy-group.com;Candy;CANDY/USD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
arpc.com;ARPC;ARPc1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
pbfenergy.com;PBF Energy;PBF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;46.1;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
synthesisllp.com;Synthesis Technology;300479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
hrmdirect.com;Great Atlantic & Pacific Tea;GR;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2050;100.0%;-3.57%;Yes;Yes;1.4;No;No;No;No;Aligned;No;Aligned;Aligned;No;No;No;No;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nationalfoodgroup.com;National Food;NATF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
genesishcc.com;Genesis HealthCare;GENN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
hpi.com.cn;Huaneng Power;902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
cmxinc.com;CMX;CMX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
superioruniformgroup.com;Superior Uniform Group;SGC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
nagra.com;Kudelski;KUD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
csisoftware.com;Constellation Software Inc.;CSU;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;;;;;;1.6;No;No;No;No;No;No;No;No;No;Aligned;No;No;No;No;No;No;No;25.6;No;No;No;No;;;null;;;;;;;;;;;;;;;;;;;;;;;;;;
sedsystems.ca;SED;SED;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;;;;;;2.2;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;No;No;No;No;;;null;;;;;;;;;;;;;;;;;;;;;;;;;;
jeld-wen.com;JELD-WEN;JELD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;27.9;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
dlocorp.com;DLO;DLO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;22.2;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
dlife.com;LifeMed;LMED3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
generalassemb.ly;General Assembly;GA;;;;;;;;;;;;;;;;;;;;Green;Yellow;Green;Green;Yellow;Green;;;;;;2.4;No;No;No;No;Aligned;No;Aligned;No;No;Aligned;Aligned;Aligned;No;No;No;No;No;;No;No;No;Yes;;;null;;;Yellow;;;;;;;;;;;;;;;;;;;;;;;
compete.com;Compete;CPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;27.4;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
kumandgo.com;Kum & Go, L.C;KUMA/USD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
jdn.com.au;JDN;JDN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
paxusa.org;PAX;PAX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;33.6;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
dkengineering.com;D&K Engineering;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;19.5;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
mufg.jp;Mitsubishi UFJ Lease;8593;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2034;\n0.22%;1.05%;Yes;Yes;2;No;No;No;No;No;No;No;No;No;No;No;No;Aligned;No;No;No;No;25.2;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gemdale.com;Gemdale;600383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;21.6;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
hotus.com;Helen of Troy;HELE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;14.4;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
ditoweb.com;Dito;DITO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
gelaw.com;Grant & Eisenhofer;7137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
extendicare.com;Extendicare;EXE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
jbssinc.com;John B Sanfilippo & Son;JBSS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
triumphbancorp.com;Triumph Bancorp;TFIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;27.8;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
pfscorporation.com;PFS;PFS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
msistone.com;M&S;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
jyskebank.dk;Jyske Bank;JYSKY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
geconsumerandindustrial.com;GE Consumer & Industrial;NBCC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
gecina.fr;Gecina;GFCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
msg.com;Madison Square Garden;MSGS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;17.5;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
mrpl.co.in;Mangalore Refinery and Petrochemicals;MRPL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
comfortechshow.com;Comfortech;88290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
elo.de;ELO;ELO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
crst.com;CRST;CRST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;16.9;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
geagroup.com;GEA;GXE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
directgroup.net;Direct Capital;0P0000XVGK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
ongcindia.com;Oil & Natural Gas;LCO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
onfolio.com;Onfolio;ONFO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
swirl.net;Swirl;SWRL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
motoroilinc.com;Motor Oil;MOHCY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
assemblesystems.com;Assemble;ASM/USD;;;;;;;;;;;;;;;;;;;;Green;Green;Green;Green;Green;Green;2035;100.0%;-7.69%;Yes;Yes;1.4;No;No;No;No;Aligned;No;Aligned;Aligned;No;Aligned;No;No;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
trex.com;T-Rex;TSLZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
oncodesign.com;Oncodesign;ALOPM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
oncallinternational.com;On Call;DEHV5JEZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;;null;;;;;;;;;;;;;;;;;;;
